Student_ID,First_Name,Last_Name,College_Email,Branch_ID,CGPA,Active_Backlogs,Graduation_Year,Resume_Score,Profile_Created_Date,Is_Active
STU0103,Arya,Shere,stu0103@nhce.edu,B002,7.92,0,2027,,2026-08-01,True
STU0104,Zaid,Borra,stu0104@nhce.edu,B004,7.58,0,2027,,2026-08-01,True
STU0105,Saanvi,Chaudhari,stu0105@nhce.edu,B006,7.5,2,2027,,2026-08-01,True
STU0106,Chandresh,Zachariah,stu0106@nhce.edu,B002,7.05,0,2027,,2026-08-01,True
STU0107,Alexander,Chander,stu0107@nhce.edu,B001,7.8,0,2027,,2026-08-01,True
STU0108,Warjas,Ganesan,stu0108@nhce.edu,B001,9.78,2,2027,,2026-08-01,True
STU0109,Niharika,Sunder,stu0109@nhce.edu,B007,8.2,0,2027,,2026-08-01,True
STU0110,Vasana,Kala,stu0110@nhce.edu,B008,6.61,0,2027,,2026-08-01,True
STU0111,Nandini,Bhargava,stu0111@nhce.edu,B008,9.83,0,2027,,2026-08-01,True
STU0112,Nitesh,Raghavan,stu0112@nhce.edu,B002,8.14,0,2027,,2026-08-01,True
STU0113,Aarnav,Ramakrishnan,stu0113@nhce.edu,B008,6.23,0,2027,,2026-08-01,True
STU0114,Alka,Sha,stu0114@nhce.edu,B005,7.99,1,2027,,2026-08-01,True
STU0115,Bhavika,Sampath,stu0115@nhce.edu,B003,6.62,2,2027,,2026-08-01,True
STU0116,Vidhi,Dubey,stu0116@nhce.edu,B008,6.32,0,2027,,2026-08-01,True
STU0117,Ranveer,Minhas,stu0117@nhce.edu,B007,8.35,0,2027,,2026-08-01,True
STU0118,Teerth,Bhardwaj,stu0118@nhce.edu,B007,6.93,0,2027,,2026-08-01,True
STU0119,Darsh,Murthy,stu0119@nhce.edu,B006,9.52,0,2027,,2026-08-01,True
STU0120,Dakshesh,Bedi,stu0120@nhce.edu,B006,8.35,0,2027,,2026-08-01,True
STU0121,Vansha,Thakkar,stu0121@nhce.edu,B003,7.66,0,2027,,2026-08-01,True
STU0122,Nakul,Bhandari,stu0122@nhce.edu,B002,8.06,1,2027,,2026-08-01,True
STU0123,Yashoda,Buch,stu0123@nhce.edu,B001,6.81,0,2027,,2026-08-01,True
STU0124,Quincy,Biswas,stu0124@nhce.edu,B001,6.94,0,2027,,2026-08-01,True
STU0125,Ekansh,Keer,stu0125@nhce.edu,B006,8.65,0,2027,,2026-08-01,True
STU0126,Netra,Dar,stu0126@nhce.edu,B007,7.25,0,2027,,2026-08-01,True
STU0127,Yatin,Baral,stu0127@nhce.edu,B005,6.29,0,2027,,2026-08-01,True
STU0128,Finn,Saini,stu0128@nhce.edu,B007,9.94,2,2027,,2026-08-01,True
STU0129,Diya,Lal,stu0129@nhce.edu,B007,6.29,0,2027,,2026-08-01,True
STU0130,Samarth,Murthy,stu0130@nhce.edu,B006,7.05,1,2027,,2026-08-01,True
STU0131,William,Lanka,stu0131@nhce.edu,B003,9.48,1,2027,,2026-08-01,True
STU0132,Meghana,Deep,stu0132@nhce.edu,B001,7.46,0,2027,,2026-08-01,True
STU0133,Charita,Shankar,stu0133@nhce.edu,B005,9.29,0,2027,,2026-08-01,True
STU0134,Diya,Bora,stu0134@nhce.edu,B002,8.42,2,2027,,2026-08-01,True
STU0135,Aditya,Shanker,stu0135@nhce.edu,B006,8.58,0,2027,,2026-08-01,True
STU0136,Harish,Borah,stu0136@nhce.edu,B004,9.23,0,2027,,2026-08-01,True
STU0137,Tanay,Toor,stu0137@nhce.edu,B007,8.62,1,2027,,2026-08-01,True
STU0138,Alka,Deo,stu0138@nhce.edu,B008,6.53,0,2027,,2026-08-01,True
STU0139,Ikshita,Biswas,stu0139@nhce.edu,B008,6.42,0,2027,,2026-08-01,True
STU0140,Yash,Pingle,stu0140@nhce.edu,B006,7.08,0,2027,,2026-08-01,True
STU0141,Bhavani,Dugar,stu0141@nhce.edu,B008,8.83,0,2027,,2026-08-01,True
STU0142,Raksha,Mittal,stu0142@nhce.edu,B008,8.51,0,2027,,2026-08-01,True
STU0143,Abhiram,Mistry,stu0143@nhce.edu,B004,7.93,1,2027,,2026-08-01,True
STU0144,Hemang,Desai,stu0144@nhce.edu,B008,9.34,0,2027,,2026-08-01,True
STU0145,Aishani,D’Alia,stu0145@nhce.edu,B003,7.67,0,2027,,2026-08-01,True
STU0146,Hredhaan,Dugal,stu0146@nhce.edu,B008,6.01,0,2027,,2026-08-01,True
STU0147,Anita,Manda,stu0147@nhce.edu,B004,8.52,0,2027,,2026-08-01,True
STU0148,Shivansh,Oza,stu0148@nhce.edu,B007,8.93,0,2027,,2026-08-01,True
STU0149,Samar,Lalla,stu0149@nhce.edu,B001,7.69,0,2027,,2026-08-01,True
STU0150,Yashasvi,Suresh,stu0150@nhce.edu,B004,6.3,1,2027,,2026-08-01,True
STU0151,Zayan,Behl,stu0151@nhce.edu,B008,9.57,0,2027,,2026-08-01,True
STU0152,George,Sampath,stu0152@nhce.edu,B006,9.3,0,2027,,2026-08-01,True
STU0153,Aradhana,Basu,stu0153@nhce.edu,B007,6.58,0,2027,,2026-08-01,True
STU0154,Aarush,Nath,stu0154@nhce.edu,B006,7.22,1,2027,,2026-08-01,True
STU0155,Kalpit,Lala,stu0155@nhce.edu,B007,9.14,1,2027,,2026-08-01,True
STU0156,Neel,Sathe,stu0156@nhce.edu,B005,9.55,0,2027,,2026-08-01,True
STU0157,Prisha,Andra,stu0157@nhce.edu,B007,6.99,0,2027,,2026-08-01,True
STU0158,Isaac,Borra,stu0158@nhce.edu,B008,9.08,1,2027,,2026-08-01,True
STU0159,Manthan,Banik,stu0159@nhce.edu,B005,7.61,0,2027,,2026-08-01,True
STU0160,Kala,Divan,stu0160@nhce.edu,B007,6.61,1,2027,,2026-08-01,True
STU0161,Qushi,Datta,stu0161@nhce.edu,B005,9.42,2,2027,,2026-08-01,True
STU0162,Benjamin,Morar,stu0162@nhce.edu,B006,9.2,1,2027,,2026-08-01,True
STU0163,Janya,Baral,stu0163@nhce.edu,B001,6.1,0,2027,,2026-08-01,True
STU0164,Ishita,Kade,stu0164@nhce.edu,B007,7.31,1,2027,,2026-08-01,True
STU0165,Zaid,Chauhan,stu0165@nhce.edu,B001,9.17,1,2027,,2026-08-01,True
STU0166,Irya,Ray,stu0166@nhce.edu,B002,9.2,0,2027,,2026-08-01,True
STU0167,Mohammed,Khalsa,stu0167@nhce.edu,B002,9.11,0,2027,,2026-08-01,True
STU0168,Nicholas,Goel,stu0168@nhce.edu,B007,9.45,1,2027,,2026-08-01,True
STU0169,Nitara,Bakshi,stu0169@nhce.edu,B006,6.88,1,2027,,2026-08-01,True
STU0170,Praneel,Natarajan,stu0170@nhce.edu,B007,7.82,0,2027,,2026-08-01,True
STU0171,Nisha,Kothari,stu0171@nhce.edu,B004,9.14,0,2027,,2026-08-01,True
STU0172,Amara,Dutta,stu0172@nhce.edu,B008,6.09,0,2027,,2026-08-01,True
STU0173,Hritik,Raja,stu0173@nhce.edu,B002,7.3,1,2027,,2026-08-01,True
STU0174,Balvan,Singhal,stu0174@nhce.edu,B003,9.82,0,2027,,2026-08-01,True
STU0175,Tristan,Iyengar,stu0175@nhce.edu,B007,8.53,0,2027,,2026-08-01,True
STU0176,Triveni,Palla,stu0176@nhce.edu,B008,9.88,0,2027,,2026-08-01,True
STU0177,Dalaja,Kari,stu0177@nhce.edu,B001,9.71,0,2027,,2026-08-01,True
STU0178,Udant,Bajwa,stu0178@nhce.edu,B002,9.83,0,2027,,2026-08-01,True
STU0179,Reyansh,Rastogi,stu0179@nhce.edu,B008,9.8,0,2027,,2026-08-01,True
STU0180,Falguni,Mallick,stu0180@nhce.edu,B005,6.43,0,2027,,2026-08-01,True
STU0181,Ekaraj,Mallick,stu0181@nhce.edu,B004,8.88,0,2027,,2026-08-01,True
STU0182,Indali,Upadhyay,stu0182@nhce.edu,B002,8.39,0,2027,,2026-08-01,True
STU0183,Mugdha,Yadav,stu0183@nhce.edu,B002,7.52,0,2027,,2026-08-01,True
STU0184,Garima,Bala,stu0184@nhce.edu,B008,7.01,0,2027,,2026-08-01,True
STU0185,Jack,Lal,stu0185@nhce.edu,B003,6.01,1,2027,,2026-08-01,True
STU0186,Pranav,Lanka,stu0186@nhce.edu,B003,8.13,0,2027,,2026-08-01,True
STU0187,Balvan,Chopra,stu0187@nhce.edu,B005,8.93,0,2027,,2026-08-01,True
STU0188,Radha,Pai,stu0188@nhce.edu,B001,7.44,0,2027,,2026-08-01,True
STU0189,Dipta,Sarin,stu0189@nhce.edu,B002,8.62,0,2027,,2026-08-01,True
STU0190,Yasti,D’Alia,stu0190@nhce.edu,B008,7.24,1,2027,,2026-08-01,True
STU0191,Lekha,Gupta,stu0191@nhce.edu,B006,8.84,0,2027,,2026-08-01,True
STU0192,Aachal,Basu,stu0192@nhce.edu,B001,7.22,0,2027,,2026-08-01,True
STU0193,Rajata,Agarwal,stu0193@nhce.edu,B007,7.59,0,2027,,2026-08-01,True
STU0194,Zinal,Yohannan,stu0194@nhce.edu,B007,6.5,0,2027,,2026-08-01,True
STU0195,Ronith,Patla,stu0195@nhce.edu,B004,9.71,0,2027,,2026-08-01,True
STU0196,Raagini,Boase,stu0196@nhce.edu,B006,9.57,0,2027,,2026-08-01,True
STU0197,Ganga,Murthy,stu0197@nhce.edu,B005,7.19,0,2027,,2026-08-01,True
STU0198,Jeet,Mital,stu0198@nhce.edu,B008,6.0,0,2027,,2026-08-01,True
STU0199,Yashica,More,stu0199@nhce.edu,B004,7.7,0,2027,,2026-08-01,True
STU0200,Nilima,Narain,stu0200@nhce.edu,B001,8.59,0,2027,,2026-08-01,True
STU0201,Neha,Merchant,stu0201@nhce.edu,B005,7.75,0,2027,,2026-08-01,True
STU0202,Joshua,Handa,stu0202@nhce.edu,B002,7.87,1,2027,,2026-08-01,True
STU0203,Osha,Raghavan,stu0203@nhce.edu,B007,9.14,0,2027,,2026-08-01,True
STU0204,Owen,Mitra,stu0204@nhce.edu,B001,6.33,0,2027,,2026-08-01,True
STU0205,Nidra,Acharya,stu0205@nhce.edu,B002,8.5,0,2027,,2026-08-01,True
STU0206,Daksha,Mangat,stu0206@nhce.edu,B005,9.23,0,2027,,2026-08-01,True
STU0207,Shivansh,Sani,stu0207@nhce.edu,B008,8.66,0,2027,,2026-08-01,True
STU0208,Ekanta,Shroff,stu0208@nhce.edu,B006,6.79,0,2027,,2026-08-01,True
STU0209,Riya,Sathe,stu0209@nhce.edu,B008,6.97,0,2027,,2026-08-01,True
STU0210,Tanay,Vaidya,stu0210@nhce.edu,B005,9.36,0,2027,,2026-08-01,True
STU0211,Urvashi,Gara,stu0211@nhce.edu,B003,7.64,0,2027,,2026-08-01,True
STU0212,Frado,Mander,stu0212@nhce.edu,B004,6.77,0,2027,,2026-08-01,True
STU0213,Yutika,Nayak,stu0213@nhce.edu,B001,7.95,0,2027,,2026-08-01,True
STU0214,Girik,Keer,stu0214@nhce.edu,B006,8.59,0,2027,,2026-08-01,True
STU0215,Dayita,Kar,stu0215@nhce.edu,B008,8.97,0,2027,,2026-08-01,True
STU0216,Rushil,Din,stu0216@nhce.edu,B004,6.42,0,2027,,2026-08-01,True
STU0217,Aryan,Batra,stu0217@nhce.edu,B003,6.69,2,2027,,2026-08-01,True
STU0218,Yash,Soman,stu0218@nhce.edu,B005,8.05,0,2027,,2026-08-01,True
STU0219,Elijah,Shah,stu0219@nhce.edu,B004,6.98,1,2027,,2026-08-01,True
STU0220,Oeshi,Hayer,stu0220@nhce.edu,B005,7.8,1,2027,,2026-08-01,True
STU0221,Leena,Talwar,stu0221@nhce.edu,B002,8.64,2,2027,,2026-08-01,True
STU0222,Mugdha,Kohli,stu0222@nhce.edu,B006,8.35,2,2027,,2026-08-01,True
STU0223,Manbir,Ahluwalia,stu0223@nhce.edu,B006,9.52,0,2027,,2026-08-01,True
STU0224,Hredhaan,Sandal,stu0224@nhce.edu,B004,8.84,0,2027,,2026-08-01,True
STU0225,Theodore,Goda,stu0225@nhce.edu,B006,9.28,0,2027,,2026-08-01,True
STU0226,Zarna,Shetty,stu0226@nhce.edu,B001,9.54,0,2027,,2026-08-01,True
STU0227,Chandresh,Krish,stu0227@nhce.edu,B002,7.87,0,2027,,2026-08-01,True
STU0228,Jairaj,Shan,stu0228@nhce.edu,B001,6.98,0,2027,,2026-08-01,True
STU0229,Kiaan,Shetty,stu0229@nhce.edu,B004,9.02,0,2027,,2026-08-01,True
STU0230,Edhitha,Savant,stu0230@nhce.edu,B003,8.48,0,2027,,2026-08-01,True
STU0231,Yamini,Sandhu,stu0231@nhce.edu,B001,6.31,0,2027,,2026-08-01,True
STU0232,Sanaya,Dutt,stu0232@nhce.edu,B003,7.07,0,2027,,2026-08-01,True
STU0233,Vaishnavi,Sengupta,stu0233@nhce.edu,B002,8.13,0,2027,,2026-08-01,True
STU0234,Aashi,Kota,stu0234@nhce.edu,B002,6.91,0,2027,,2026-08-01,True
STU0235,Aradhana,Verma,stu0235@nhce.edu,B006,8.79,0,2027,,2026-08-01,True
STU0236,Vedhika,Khare,stu0236@nhce.edu,B004,7.61,0,2027,,2026-08-01,True
STU0237,Anvi,Sarraf,stu0237@nhce.edu,B005,7.64,0,2027,,2026-08-01,True
STU0238,Faras,Mangal,stu0238@nhce.edu,B008,7.66,1,2027,,2026-08-01,True
STU0239,Wahab,Magar,stu0239@nhce.edu,B008,8.31,0,2027,,2026-08-01,True
STU0240,Gautami,Nagarajan,stu0240@nhce.edu,B006,9.38,0,2027,,2026-08-01,True
STU0241,Faris,Devi,stu0241@nhce.edu,B004,7.5,0,2027,,2026-08-01,True
STU0242,Matthew,Kashyap,stu0242@nhce.edu,B004,7.39,0,2027,,2026-08-01,True
STU0243,Leela,Dua,stu0243@nhce.edu,B002,9.37,2,2027,,2026-08-01,True
STU0244,Tanish,Bhatt,stu0244@nhce.edu,B005,7.66,0,2027,,2026-08-01,True
STU0245,Oeshi,Reddy,stu0245@nhce.edu,B008,8.16,0,2027,,2026-08-01,True
STU0246,Ganga,Shukla,stu0246@nhce.edu,B008,6.87,0,2027,,2026-08-01,True
STU0247,Ojasvi,Bhatia,stu0247@nhce.edu,B007,7.72,0,2027,,2026-08-01,True
STU0248,Samuel,Salvi,stu0248@nhce.edu,B002,7.33,0,2027,,2026-08-01,True
STU0249,Lopa,Bahri,stu0249@nhce.edu,B005,7.6,0,2027,,2026-08-01,True
STU0250,Lajita,Sood,stu0250@nhce.edu,B003,7.85,0,2027,,2026-08-01,True
STU0251,Abeer,Pandey,stu0251@nhce.edu,B004,8.46,0,2027,,2026-08-01,True
STU0252,Chanchal,Ramakrishnan,stu0252@nhce.edu,B001,7.56,0,2027,,2026-08-01,True
STU0253,Oni,Yohannan,stu0253@nhce.edu,B002,6.11,0,2027,,2026-08-01,True
STU0254,Thomas,Sura,stu0254@nhce.edu,B006,6.54,0,2027,,2026-08-01,True
STU0255,Theodore,Mahajan,stu0255@nhce.edu,B004,6.2,0,2027,,2026-08-01,True
STU0256,Rajata,Sunder,stu0256@nhce.edu,B005,6.84,0,2027,,2026-08-01,True
STU0257,Ayush,Ramachandran,stu0257@nhce.edu,B005,9.01,0,2027,,2026-08-01,True
STU0258,Gayathri,Ravel,stu0258@nhce.edu,B005,8.97,1,2027,,2026-08-01,True
STU0259,Noah,Sibal,stu0259@nhce.edu,B004,7.0,0,2027,,2026-08-01,True
STU0260,Joshua,Walla,stu0260@nhce.edu,B001,6.08,0,2027,,2026-08-01,True
STU0261,Avi,Ramesh,stu0261@nhce.edu,B002,9.95,0,2027,,2026-08-01,True
STU0262,Avi,Chacko,stu0262@nhce.edu,B004,8.57,0,2027,,2026-08-01,True
STU0263,Priya,Deshmukh,stu0263@nhce.edu,B007,8.57,0,2027,,2026-08-01,True
STU0264,Triya,Gopal,stu0264@nhce.edu,B002,9.75,0,2027,,2026-08-01,True
STU0265,Chandresh,Lad,stu0265@nhce.edu,B005,6.08,0,2027,,2026-08-01,True
STU0266,Ladli,Narang,stu0266@nhce.edu,B002,6.5,0,2027,,2026-08-01,True
STU0267,Siddharth,Sha,stu0267@nhce.edu,B006,8.23,0,2027,,2026-08-01,True
STU0268,Eta,Nazareth,stu0268@nhce.edu,B008,8.76,0,2027,,2026-08-01,True
STU0269,Ladli,Mall,stu0269@nhce.edu,B005,6.66,0,2027,,2026-08-01,True
STU0270,Oviya,Krishnan,stu0270@nhce.edu,B007,8.95,0,2027,,2026-08-01,True
STU0271,Finn,Singhal,stu0271@nhce.edu,B005,9.24,2,2027,,2026-08-01,True
STU0272,Anirudh,Zacharia,stu0272@nhce.edu,B003,6.43,0,2027,,2026-08-01,True
STU0273,Charles,Palla,stu0273@nhce.edu,B003,7.23,0,2027,,2026-08-01,True
STU0274,Udarsh,Biswas,stu0274@nhce.edu,B005,9.78,0,2027,,2026-08-01,True
STU0275,Banjeet,Balasubramanian,stu0275@nhce.edu,B008,8.82,0,2027,,2026-08-01,True
STU0276,Yug,Iyengar,stu0276@nhce.edu,B002,8.73,0,2027,,2026-08-01,True
STU0277,Anmol,Dua,stu0277@nhce.edu,B007,6.4,0,2027,,2026-08-01,True
STU0278,William,Date,stu0278@nhce.edu,B003,9.36,0,2027,,2026-08-01,True
STU0279,Urvashi,Contractor,stu0279@nhce.edu,B006,6.48,2,2027,,2026-08-01,True
STU0280,Tejas,Shroff,stu0280@nhce.edu,B001,9.09,0,2027,,2026-08-01,True
STU0281,Aahana,Pillay,stu0281@nhce.edu,B006,7.69,0,2027,,2026-08-01,True
STU0282,Oliver,Contractor,stu0282@nhce.edu,B006,8.0,0,2027,,2026-08-01,True
STU0283,Nihal,Mukhopadhyay,stu0283@nhce.edu,B002,9.36,1,2027,,2026-08-01,True
